[2024-07-01T02:58:48.301+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: upload_congress_data.get_votes_from_downloaded_bills scheduled__2024-06-30T00:00:00+00:00 [queued]>
[2024-07-01T02:58:48.312+0000] {taskinstance.py:1979} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: upload_congress_data.get_votes_from_downloaded_bills scheduled__2024-06-30T00:00:00+00:00 [queued]>
[2024-07-01T02:58:48.313+0000] {taskinstance.py:2193} INFO - Starting attempt 2 of 2
[2024-07-01T02:58:48.326+0000] {taskinstance.py:2217} INFO - Executing <Task(PythonOperator): get_votes_from_downloaded_bills> on 2024-06-30 00:00:00+00:00
[2024-07-01T02:58:48.342+0000] {standard_task_runner.py:60} INFO - Started process 507 to run task
[2024-07-01T02:58:48.354+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'upload_congress_data', 'get_votes_from_downloaded_bills', 'scheduled__2024-06-30T00:00:00+00:00', '--job-id', '33', '--raw', '--subdir', 'DAGS_FOLDER/upload_congress_data.py', '--cfg-path', '/tmp/tmpvzw_q9pg']
[2024-07-01T02:58:48.378+0000] {standard_task_runner.py:88} INFO - Job 33: Subtask get_votes_from_downloaded_bills
[2024-07-01T03:00:29.705+0000] {get_data.py:98} INFO - Opened bill HR 4764
[2024-07-01T03:00:29.705+0000] {get_data.py:98} INFO - Opened bill HR 252
[2024-07-01T03:00:29.705+0000] {get_data.py:98} INFO - Opened bill HR 2315
[2024-07-01T03:00:29.705+0000] {get_data.py:98} INFO - Opened bill HR 6173
[2024-07-01T03:00:29.705+0000] {get_data.py:98} INFO - Opened bill HR 7286
[2024-07-01T03:00:29.706+0000] {get_data.py:98} INFO - Opened bill HR 6198
[2024-07-01T03:00:29.706+0000] {get_data.py:98} INFO - Opened bill HR 4957
[2024-07-01T03:00:29.706+0000] {get_data.py:98} INFO - Opened bill HR 5491
[2024-07-01T03:00:29.706+0000] {get_data.py:98} INFO - Opened bill HR 3786
[2024-07-01T03:00:29.707+0000] {get_data.py:98} INFO - Opened bill HR 2498
[2024-07-01T03:00:29.707+0000] {get_data.py:98} INFO - Opened bill HR 1191
[2024-07-01T03:00:29.707+0000] {get_data.py:98} INFO - Opened bill HR 6826
[2024-07-01T03:00:29.707+0000] {get_data.py:98} INFO - Opened bill HR 1185
[2024-07-01T03:00:29.707+0000] {get_data.py:98} INFO - Opened bill HR 6832
[2024-07-01T03:00:29.708+0000] {get_data.py:98} INFO - Opened bill HR 3792
[2024-07-01T03:00:29.708+0000] {get_data.py:98} INFO - Opened bill HR 4943
[2024-07-01T03:00:29.708+0000] {get_data.py:98} INFO - Opened bill HR 5485
[2024-07-01T03:00:29.708+0000] {get_data.py:98} INFO - Opened bill HR 7292
[2024-07-01T03:00:29.708+0000] {get_data.py:98} INFO - Opened bill HR 285
[2024-07-01T03:00:29.709+0000] {get_data.py:98} INFO - Opened bill HR 1813
[2024-07-01T03:00:29.709+0000] {get_data.py:98} INFO - Opened bill HR 8189
[2024-07-01T03:00:29.709+0000] {get_data.py:98} INFO - Opened bill HR 8837
[2024-07-01T03:00:29.709+0000] {get_data.py:98} INFO - Opened bill HR 3962
[2024-07-01T03:00:29.709+0000] {get_data.py:98} INFO - Opened bill HR 3976
[2024-07-01T03:00:29.709+0000] {get_data.py:98} INFO - Opened bill HR 8823
[2024-07-01T03:00:29.710+0000] {get_data.py:98} INFO - Opened bill HR 1807
[2024-07-01T03:00:29.710+0000] {get_data.py:98} INFO - Opened bill HR 291
[2024-07-01T03:00:29.710+0000] {get_data.py:98} INFO - Opened bill HR 8822
[2024-07-01T03:00:29.710+0000] {get_data.py:98} INFO - Opened bill HR 3977
[2024-07-01T03:00:29.710+0000] {get_data.py:98} INFO - Opened bill HR 290
[2024-07-01T03:00:29.710+0000] {get_data.py:98} INFO - Opened bill HR 1806
[2024-07-01T03:00:29.711+0000] {get_data.py:98} INFO - Opened bill HR 1812
[2024-07-01T03:00:29.711+0000] {get_data.py:98} INFO - Opened bill HR 8188
[2024-07-01T03:00:29.711+0000] {get_data.py:98} INFO - Opened bill HR 284
[2024-07-01T03:00:29.711+0000] {get_data.py:98} INFO - Opened bill HR 3963
[2024-07-01T03:00:29.711+0000] {get_data.py:98} INFO - Opened bill HR 8836
[2024-07-01T03:00:29.712+0000] {get_data.py:98} INFO - Opened bill HR 3793
[2024-07-01T03:00:29.712+0000] {get_data.py:98} INFO - Opened bill HR 6833
[2024-07-01T03:00:29.712+0000] {get_data.py:98} INFO - Opened bill HR 1184
[2024-07-01T03:00:29.712+0000] {get_data.py:98} INFO - Opened bill HR 7293
[2024-07-01T03:00:29.712+0000] {get_data.py:98} INFO - Opened bill HR 5484
[2024-07-01T03:00:29.712+0000] {get_data.py:98} INFO - Opened bill HR 4942
[2024-07-01T03:00:29.713+0000] {get_data.py:98} INFO - Opened bill HR 5490
[2024-07-01T03:00:29.713+0000] {get_data.py:98} INFO - Opened bill HR 4956
[2024-07-01T03:00:29.713+0000] {get_data.py:98} INFO - Opened bill HR 6199
[2024-07-01T03:00:29.713+0000] {get_data.py:98} INFO - Opened bill HR 7287
[2024-07-01T03:00:29.713+0000] {get_data.py:98} INFO - Opened bill HR 6827
[2024-07-01T03:00:29.713+0000] {get_data.py:98} INFO - Opened bill HR 1190
[2024-07-01T03:00:29.714+0000] {get_data.py:98} INFO - Opened bill HR 2499
[2024-07-01T03:00:29.714+0000] {get_data.py:98} INFO - Opened bill HR 3787
[2024-07-01T03:00:29.714+0000] {get_data.py:98} INFO - Opened bill HR 4003
[2024-07-01T03:00:29.714+0000] {get_data.py:98} INFO - Opened bill HR 535
[2024-07-01T03:00:29.714+0000] {get_data.py:98} INFO - Opened bill HR 2472
[2024-07-01T03:00:29.714+0000] {get_data.py:98} INFO - Opened bill HR 6614
[2024-07-01T03:00:29.715+0000] {get_data.py:98} INFO - Opened bill HR 8639
[2024-07-01T03:00:29.715+0000] {get_data.py:98} INFO - Opened bill HR 6172
[2024-07-01T03:00:29.715+0000] {get_data.py:98} INFO - Opened bill HR 2314
[2024-07-01T03:00:29.715+0000] {get_data.py:98} INFO - Opened bill HR 253
[2024-07-01T03:00:29.715+0000] {get_data.py:98} INFO - Opened bill HR 4765
[2024-07-01T03:00:29.715+0000] {get_data.py:98} INFO - Opened bill HR 2300
[2024-07-01T03:00:29.716+0000] {get_data.py:98} INFO - Opened bill HR 247
[2024-07-01T03:00:29.716+0000] {get_data.py:98} INFO - Opened bill HR 4771
[2024-07-01T03:00:29.716+0000] {get_data.py:98} INFO - Opened bill HR 7278
[2024-07-01T03:00:29.716+0000] {get_data.py:98} INFO - Opened bill HR 1609
[2024-07-01T03:00:29.716+0000] {get_data.py:98} INFO - Opened bill HR 6166
[2024-07-01T03:00:29.717+0000] {get_data.py:98} INFO - Opened bill HR 6600
[2024-07-01T03:00:29.717+0000] {get_data.py:98} INFO - Opened bill HR 4017
[2024-07-01T03:00:29.717+0000] {get_data.py:98} INFO - Opened bill HR 3778
[2024-07-01T03:00:29.717+0000] {get_data.py:98} INFO - Opened bill HR 521
[2024-07-01T03:00:29.717+0000] {get_data.py:98} INFO - Opened bill HR 2466
[2024-07-01T03:00:29.717+0000] {get_data.py:98} INFO - Opened bill HR 5309
[2024-07-01T03:00:29.717+0000] {get_data.py:98} INFO - Opened bill HR 6628
[2024-07-01T03:00:29.718+0000] {get_data.py:98} INFO - Opened bill HR 1147
[2024-07-01T03:00:30.095+0000] {get_data.py:98} INFO - Opened bill HR 8605
[2024-07-01T03:00:30.096+0000] {get_data.py:98} INFO - Opened bill HR 7536
[2024-07-01T03:00:30.096+0000] {get_data.py:98} INFO - Opened bill HR 509
[2024-07-01T03:00:30.097+0000] {get_data.py:98} INFO - Opened bill HR 3750
[2024-07-01T03:00:30.097+0000] {get_data.py:98} INFO - Opened bill HR 5321
[2024-07-01T03:00:30.097+0000] {get_data.py:98} INFO - Opened bill HR 3988
[2024-07-01T03:00:30.098+0000] {get_data.py:98} INFO - Opened bill HR 5447
[2024-07-01T03:00:30.098+0000] {get_data.py:98} INFO - Opened bill HR 4981
[2024-07-01T03:00:30.099+0000] {get_data.py:98} INFO - Opened bill HR 2328
[2024-07-01T03:00:30.099+0000] {get_data.py:98} INFO - Opened bill HR 3036
[2024-07-01T03:00:30.099+0000] {get_data.py:98} INFO - Opened bill HR 4759
[2024-07-01T03:00:30.099+0000] {get_data.py:98} INFO - Opened bill HR 8163
[2024-07-01T03:00:30.100+0000] {get_data.py:98} INFO - Opened bill HR 7250
[2024-07-01T03:00:30.101+0000] {get_data.py:98} INFO - Opened bill HR 1621
[2024-07-01T03:00:30.101+0000] {get_data.py:98} INFO - Opened bill HR 8177
[2024-07-01T03:00:30.101+0000] {get_data.py:98} INFO - Opened bill HR 7244
[2024-07-01T03:00:30.102+0000] {get_data.py:98} INFO - Opened bill HR 1635
[2024-07-01T03:00:30.102+0000] {get_data.py:98} INFO - Opened bill HR 5453
[2024-07-01T03:00:30.102+0000] {get_data.py:98} INFO - Opened bill HR 4995
[2024-07-01T03:00:30.103+0000] {get_data.py:98} INFO - Opened bill HR 3022
[2024-07-01T03:00:30.103+0000] {get_data.py:98} INFO - Opened bill HR 3744
[2024-07-01T03:00:30.103+0000] {get_data.py:98} INFO - Opened bill HR 5335
[2024-07-01T03:00:30.104+0000] {get_data.py:98} INFO - Opened bill HR 1153
[2024-07-01T03:00:30.104+0000] {get_data.py:98} INFO - Opened bill HR 8611
[2024-07-01T03:00:30.104+0000] {get_data.py:98} INFO - Opened bill HR 7522
[2024-07-01T03:00:30.105+0000] {get_data.py:98} INFO - Opened bill HR 5862
[2024-07-01T03:00:30.408+0000] {logging_mixin.py:188} INFO - An exception occurred 'rollcall-vote' Failed to save one or more votes for {bill_type} {bill_number}
[2024-07-01T03:00:30.633+0000] {logging_mixin.py:188} INFO - An exception occurred 'rollcall-vote' Failed to save one or more votes for {bill_type} {bill_number}
[2024-07-01T03:00:30.635+0000] {get_data.py:98} INFO - Opened bill HR 7913
[2024-07-01T03:00:30.636+0000] {get_data.py:98} INFO - Opened bill HR 7907
[2024-07-01T03:00:30.636+0000] {get_data.py:98} INFO - Opened bill HR 938
[2024-07-01T03:00:30.637+0000] {get_data.py:98} INFO - Opened bill HR 5876
[2024-07-01T03:00:30.637+0000] {get_data.py:98} INFO - Opened bill HR 5686
[2024-07-01T03:00:30.638+0000] {get_data.py:98} INFO - Opened bill HR 4598
[2024-07-01T03:00:30.639+0000] {get_data.py:98} INFO - Opened bill HR 7091
[2024-07-01T03:00:30.639+0000] {get_data.py:98} INFO - Opened bill HR 1386
[2024-07-01T03:00:30.640+0000] {get_data.py:98} INFO - Opened bill HR 3591
[2024-07-01T03:00:30.640+0000] {get_data.py:98} INFO - Opened bill HR 2857
[2024-07-01T03:00:30.641+0000] {get_data.py:98} INFO - Opened bill HR 910
[2024-07-01T03:00:30.642+0000] {get_data.py:98} INFO - Opened bill HR 3585
[2024-07-01T03:00:30.643+0000] {get_data.py:98} INFO - Opened bill HR 2843
[2024-07-01T03:00:30.643+0000] {get_data.py:98} INFO - Opened bill HR 904
[2024-07-01T03:00:30.644+0000] {get_data.py:98} INFO - Opened bill HR 1392
[2024-07-01T03:00:30.644+0000] {get_data.py:98} INFO - Opened bill HR 7085
[2024-07-01T03:00:30.645+0000] {get_data.py:98} INFO - Opened bill HR 5692
[2024-07-01T03:00:31.087+0000] {get_data.py:98} INFO - Opened bill HR 4567
[2024-07-01T03:00:31.088+0000] {get_data.py:98} INFO - Opened bill HR 3208
[2024-07-01T03:00:31.088+0000] {get_data.py:98} INFO - Opened bill HR 2116
[2024-07-01T03:00:31.088+0000] {get_data.py:98} INFO - Opened bill HR 5679
[2024-07-01T03:00:31.089+0000] {get_data.py:98} INFO - Opened bill HR 6370
[2024-07-01T03:00:31.089+0000] {get_data.py:98} INFO - Opened bill HR 7708
[2024-07-01T03:00:31.089+0000] {get_data.py:98} INFO - Opened bill HR 1379
[2024-07-01T03:00:31.090+0000] {get_data.py:98} INFO - Opened bill HR 6416
[2024-07-01T03:00:31.091+0000] {get_data.py:98} INFO - Opened bill HR 2670
[2024-07-01T03:00:35.003+0000] {get_data.py:98} INFO - Opened bill HR 737
[2024-07-01T03:00:35.003+0000] {get_data.py:98} INFO - Opened bill HR 4201
[2024-07-01T03:00:35.004+0000] {get_data.py:98} INFO - Opened bill HR 2664
[2024-07-01T03:00:35.004+0000] {get_data.py:98} INFO - Opened bill HR 723
[2024-07-01T03:00:35.004+0000] {get_data.py:98} INFO - Opened bill HR 4215
[2024-07-01T03:00:35.004+0000] {get_data.py:98} INFO - Opened bill HR 6402
[2024-07-01T03:00:35.005+0000] {get_data.py:98} INFO - Opened bill HR 6364
[2024-07-01T03:00:35.005+0000] {get_data.py:98} INFO - Opened bill HR 8349
[2024-07-01T03:00:35.005+0000] {get_data.py:98} INFO - Opened bill HR 4573
[2024-07-01T03:00:35.005+0000] {get_data.py:98} INFO - Opened bill HR 2102
[2024-07-01T03:00:35.005+0000] {get_data.py:98} INFO - Opened bill HR 1423
[2024-07-01T03:00:35.006+0000] {get_data.py:98} INFO - Opened bill HR 7052
[2024-07-01T03:00:35.006+0000] {get_data.py:98} INFO - Opened bill HR 8361
[2024-07-01T03:00:35.006+0000] {get_data.py:98} INFO - Opened bill HR 3234
[2024-07-01T03:00:35.006+0000] {get_data.py:98} INFO - Opened bill HR 5645
[2024-07-01T03:00:35.006+0000] {get_data.py:98} INFO - Opened bill HR 5123
[2024-07-01T03:00:35.007+0000] {get_data.py:98} INFO - Opened bill HR 3552
[2024-07-01T03:00:35.007+0000] {get_data.py:98} INFO - Opened bill HR 2894
[2024-07-01T03:00:35.007+0000] {get_data.py:98} INFO - Opened bill HR 7734
[2024-07-01T03:00:35.007+0000] {get_data.py:98} INFO - Opened bill HR 8407
[2024-07-01T03:00:35.007+0000] {get_data.py:98} INFO - Opened bill HR 1345
[2024-07-01T03:00:35.008+0000] {get_data.py:98} INFO - Opened bill HR 7720
[2024-07-01T03:00:35.008+0000] {get_data.py:98} INFO - Opened bill HR 8413
[2024-07-01T03:00:35.008+0000] {get_data.py:98} INFO - Opened bill HR 1351
[2024-07-01T03:00:35.008+0000] {get_data.py:98} INFO - Opened bill HR 5137
[2024-07-01T03:00:35.008+0000] {get_data.py:98} INFO - Opened bill HR 2658
[2024-07-01T03:00:35.009+0000] {get_data.py:98} INFO - Opened bill HR 3546
[2024-07-01T03:00:35.009+0000] {get_data.py:98} INFO - Opened bill HR 2880
[2024-07-01T03:00:35.009+0000] {get_data.py:98} INFO - Opened bill HR 4229
[2024-07-01T03:00:35.009+0000] {get_data.py:98} INFO - Opened bill HR 3220
[2024-07-01T03:00:35.009+0000] {get_data.py:98} INFO - Opened bill HR 5889
[2024-07-01T03:00:35.009+0000] {get_data.py:98} INFO - Opened bill HR 5651
[2024-07-01T03:00:35.010+0000] {get_data.py:98} INFO - Opened bill HR 6358
[2024-07-01T03:00:35.010+0000] {get_data.py:98} INFO - Opened bill HR 1437
[2024-07-01T03:00:35.010+0000] {get_data.py:98} INFO - Opened bill HR 7046
[2024-07-01T03:00:35.010+0000] {get_data.py:98} INFO - Opened bill HR 8375
[2024-07-01T03:00:35.010+0000] {get_data.py:98} INFO - Opened bill HR 5916
[2024-07-01T03:00:35.011+0000] {get_data.py:98} INFO - Opened bill HR 858
[2024-07-01T03:00:35.011+0000] {get_data.py:98} INFO - Opened bill HR 680
[2024-07-01T03:00:35.011+0000] {get_data.py:98} INFO - Opened bill HR 7867
[2024-07-01T03:00:35.011+0000] {get_data.py:98} INFO - Opened bill HR 8598
[2024-07-01T03:00:35.011+0000] {get_data.py:98} INFO - Opened bill HR 7873
[2024-07-01T03:00:35.011+0000] {get_data.py:98} INFO - Opened bill HR 694
[2024-07-01T03:00:35.012+0000] {get_data.py:98} INFO - Opened bill HR 5902
[2024-07-01T03:00:35.012+0000] {get_data.py:98} INFO - Opened bill HR 3383
[2024-07-01T03:00:35.012+0000] {get_data.py:98} INFO - Opened bill HR 1594
[2024-07-01T03:00:35.012+0000] {get_data.py:98} INFO - Opened bill HR 7683
[2024-07-01T03:00:35.012+0000] {get_data.py:98} INFO - Opened bill HR 864
[2024-07-01T03:00:35.013+0000] {get_data.py:98} INFO - Opened bill HR 5094
[2024-07-01T03:00:35.013+0000] {get_data.py:98} INFO - Opened bill HR 2923
[2024-07-01T03:00:35.013+0000] {get_data.py:98} INFO - Opened bill HR 5080
[2024-07-01T03:00:35.013+0000] {get_data.py:98} INFO - Opened bill HR 870
[2024-07-01T03:00:35.013+0000] {get_data.py:98} INFO - Opened bill HR 2937
[2024-07-01T03:00:35.013+0000] {get_data.py:98} INFO - Opened bill HR 7697
[2024-07-01T03:00:35.014+0000] {get_data.py:98} INFO - Opened bill HR 6589
[2024-07-01T03:00:35.014+0000] {get_data.py:98} INFO - Opened bill HR 1580
[2024-07-01T03:00:35.014+0000] {get_data.py:98} INFO - Opened bill HR 3397
[2024-07-01T03:00:36.143+0000] {get_data.py:98} INFO - Opened bill HR 2089
[2024-07-01T03:00:36.144+0000] {get_data.py:98} INFO - Opened bill HR 2062
[2024-07-01T03:00:36.144+0000] {get_data.py:98} INFO - Opened bill HR 125
[2024-07-01T03:00:36.144+0000] {get_data.py:98} INFO - Opened bill HR 4413
[2024-07-01T03:00:36.144+0000] {get_data.py:98} INFO - Opened bill HR 8229
[2024-07-01T03:00:36.145+0000] {get_data.py:98} INFO - Opened bill HR 6204
[2024-07-01T03:00:36.145+0000] {get_data.py:98} INFO - Opened bill HR 6562
[2024-07-01T03:00:36.145+0000] {get_data.py:98} INFO - Opened bill HR 20
[2024-07-01T03:00:36.146+0000] {get_data.py:98} INFO - Opened bill HR 4375
[2024-07-01T03:00:36.146+0000] {get_data.py:98} INFO - Opened bill HR 643
[2024-07-01T03:00:36.146+0000] {get_data.py:98} INFO - Opened bill HR 2704
[2024-07-01T03:00:36.146+0000] {get_data.py:98} INFO - Opened bill HR 4361
[2024-07-01T03:00:36.147+0000] {get_data.py:98} INFO - Opened bill HR 657
[2024-07-01T03:00:36.147+0000] {get_data.py:98} INFO - Opened bill HR 2710
[2024-07-01T03:00:36.147+0000] {get_data.py:98} INFO - Opened bill HR 6576
[2024-07-01T03:00:36.147+0000] {get_data.py:98} INFO - Opened bill HR 1219
[2024-07-01T03:00:36.148+0000] {get_data.py:98} INFO - Opened bill HR 34
[2024-07-01T03:00:36.148+0000] {get_data.py:98} INFO - Opened bill HR 7668
[2024-07-01T03:00:36.148+0000] {get_data.py:98} INFO - Opened bill HR 6210
[2024-07-01T03:00:36.148+0000] {get_data.py:98} INFO - Opened bill HR 5719
[2024-07-01T03:00:36.149+0000] {get_data.py:98} INFO - Opened bill HR 2076
[2024-07-01T03:00:36.149+0000] {get_data.py:98} INFO - Opened bill HR 131
[2024-07-01T03:00:36.149+0000] {get_data.py:98} INFO - Opened bill HR 3368
[2024-07-01T03:00:36.149+0000] {get_data.py:98} INFO - Opened bill HR 4407
[2024-07-01T03:00:36.149+0000] {get_data.py:98} INFO - Opened bill HR 7126
[2024-07-01T03:00:36.150+0000] {get_data.py:98} INFO - Opened bill HR 8215
[2024-07-01T03:00:36.150+0000] {get_data.py:98} INFO - Opened bill HR 1557
[2024-07-01T03:00:36.150+0000] {get_data.py:98} INFO - Opened bill HR 6238
[2024-07-01T03:00:36.150+0000] {get_data.py:98} INFO - Opened bill HR 5731
[2024-07-01T03:00:36.151+0000] {get_data.py:98} INFO - Opened bill HR 3340
[2024-07-01T03:00:36.151+0000] {get_data.py:98} INFO - Opened bill HR 119
[2024-07-01T03:00:36.151+0000] {get_data.py:98} INFO - Opened bill HR 4349
[2024-07-01T03:00:36.151+0000] {get_data.py:98} INFO - Opened bill HR 3426
[2024-07-01T03:00:36.152+0000] {get_data.py:98} INFO - Opened bill HR 2738
[2024-07-01T03:00:36.152+0000] {get_data.py:98} INFO - Opened bill HR 5057
[2024-07-01T03:00:36.152+0000] {get_data.py:98} INFO - Opened bill HR 7898
[2024-07-01T03:00:36.152+0000] {get_data.py:98} INFO - Opened bill HR 1231
[2024-07-01T03:00:36.153+0000] {get_data.py:98} INFO - Opened bill HR 7640
[2024-07-01T03:00:36.153+0000] {get_data.py:98} INFO - Opened bill HR 8573
[2024-07-01T03:00:36.153+0000] {get_data.py:98} INFO - Opened bill HR 1225
[2024-07-01T03:00:36.153+0000] {get_data.py:98} INFO - Opened bill HR 7654
[2024-07-01T03:00:36.154+0000] {get_data.py:98} INFO - Opened bill HR 8567
[2024-07-01T03:00:36.154+0000] {get_data.py:98} INFO - Opened bill HR 3432
[2024-07-01T03:00:36.154+0000] {get_data.py:98} INFO - Opened bill HR 5043
[2024-07-01T03:00:36.155+0000] {get_data.py:98} INFO - Opened bill HR 5725
[2024-07-01T03:00:36.155+0000] {get_data.py:98} INFO - Opened bill HR 3354
[2024-07-01T03:00:36.956+0000] {get_data.py:98} INFO - Opened bill HR 7132
[2024-07-01T03:00:36.961+0000] {get_data.py:98} INFO - Opened bill HR 8201
[2024-07-01T03:00:36.962+0000] {get_data.py:98} INFO - Opened bill HR 1543
[2024-07-01T03:00:36.962+0000] {get_data.py:98} INFO - Opened bill HR 482
[2024-07-01T03:00:36.963+0000] {get_data.py:98} INFO - Opened bill HR 3803
[2024-07-01T03:00:36.964+0000] {get_data.py:98} INFO - Opened bill HR 1972
[2024-07-01T03:00:36.964+0000] {get_data.py:98} INFO - Opened bill HR 1966
[2024-07-01T03:00:36.965+0000] {get_data.py:98} INFO - Opened bill HR 496
[2024-07-01T03:00:37.022+0000] {get_data.py:98} INFO - Opened bill HR 3652
[2024-07-01T03:00:37.022+0000] {get_data.py:98} INFO - Opened bill HR 5223
[2024-07-01T03:00:37.023+0000] {get_data.py:98} INFO - Opened bill HR 1045
[2024-07-01T03:00:37.023+0000] {get_data.py:98} INFO - Opened bill HR 8707
[2024-07-01T03:00:37.024+0000] {get_data.py:98} INFO - Opened bill HR 7434
[2024-07-01T03:00:37.024+0000] {get_data.py:98} INFO - Opened bill HR 8061
[2024-07-01T03:00:37.024+0000] {get_data.py:98} INFO - Opened bill HR 7352
[2024-07-01T03:00:37.025+0000] {get_data.py:98} INFO - Opened bill HR 1723
[2024-07-01T03:00:37.025+0000] {get_data.py:98} INFO - Opened bill HR 5545
[2024-07-01T03:00:37.025+0000] {get_data.py:98} INFO - Opened bill HR 4883
[2024-07-01T03:00:37.026+0000] {get_data.py:98} INFO - Opened bill HR 3134
[2024-07-01T03:00:37.026+0000] {get_data.py:98} INFO - Opened bill HR 5551
[2024-07-01T03:00:37.026+0000] {get_data.py:98} INFO - Opened bill HR 4897
[2024-07-01T03:00:37.026+0000] {get_data.py:98} INFO - Opened bill HR 379
[2024-07-01T03:00:37.027+0000] {get_data.py:98} INFO - Opened bill HR 3120
[2024-07-01T03:00:37.027+0000] {get_data.py:98} INFO - Opened bill HR 8075
[2024-07-01T03:00:37.027+0000] {get_data.py:98} INFO - Opened bill HR 7346
[2024-07-01T03:00:37.027+0000] {get_data.py:98} INFO - Opened bill HR 1737
[2024-07-01T03:00:37.028+0000] {get_data.py:98} INFO - Opened bill HR 6058
[2024-07-01T03:00:37.028+0000] {get_data.py:98} INFO - Opened bill HR 1051
[2024-07-01T03:00:37.028+0000] {get_data.py:98} INFO - Opened bill HR 8713
[2024-07-01T03:00:37.028+0000] {get_data.py:98} INFO - Opened bill HR 7420
[2024-07-01T03:00:37.029+0000] {get_data.py:98} INFO - Opened bill HR 4129
[2024-07-01T03:00:37.029+0000] {get_data.py:98} INFO - Opened bill HR 3646
[2024-07-01T03:00:37.029+0000] {get_data.py:98} INFO - Opened bill HR 2558
[2024-07-01T03:00:37.029+0000] {get_data.py:98} INFO - Opened bill HR 5237
[2024-07-01T03:00:37.030+0000] {get_data.py:98} INFO - Opened bill HR 6716
[2024-07-01T03:00:37.030+0000] {get_data.py:98} INFO - Opened bill HR 1079
[2024-07-01T03:00:37.030+0000] {get_data.py:98} INFO - Opened bill HR 7408
[2024-07-01T03:00:37.030+0000] {get_data.py:98} INFO - Opened bill HR 4101
[2024-07-01T03:00:37.030+0000] {get_data.py:98} INFO - Opened bill HR 437
[2024-07-01T03:00:37.031+0000] {get_data.py:98} INFO - Opened bill HR 2570
[2024-07-01T03:00:37.031+0000] {get_data.py:98} INFO - Opened bill HR 5579
[2024-07-01T03:00:37.031+0000] {get_data.py:98} INFO - Opened bill HR 2216
[2024-07-01T03:00:37.031+0000] {get_data.py:98} INFO - Opened bill HR 3108
[2024-07-01T03:00:37.032+0000] {get_data.py:98} INFO - Opened bill HR 351
[2024-07-01T03:00:37.032+0000] {get_data.py:98} INFO - Opened bill HR 4667
[2024-07-01T03:00:37.032+0000] {get_data.py:98} INFO - Opened bill HR 6070
[2024-07-01T03:00:37.032+0000] {get_data.py:98} INFO - Opened bill HR 8049
[2024-07-01T03:00:37.032+0000] {get_data.py:98} INFO - Opened bill HR 6064
[2024-07-01T03:00:37.033+0000] {get_data.py:98} INFO - Opened bill HR 2202
[2024-07-01T03:00:37.033+0000] {get_data.py:98} INFO - Opened bill HR 345
[2024-07-01T03:00:37.033+0000] {get_data.py:98} INFO - Opened bill HR 4673
[2024-07-01T03:00:37.033+0000] {get_data.py:98} INFO - Opened bill HR 4115
[2024-07-01T03:00:37.034+0000] {get_data.py:98} INFO - Opened bill HR 423
[2024-07-01T03:00:37.034+0000] {get_data.py:98} INFO - Opened bill HR 2564
[2024-07-01T03:00:37.034+0000] {get_data.py:98} INFO - Opened bill HR 6702
[2024-07-01T03:00:37.034+0000] {get_data.py:98} INFO - Opened bill HR 6931
[2024-07-01T03:00:37.035+0000] {get_data.py:98} INFO - Opened bill HR 1086
[2024-07-01T03:00:37.035+0000] {get_data.py:98} INFO - Opened bill HR 3849
[2024-07-01T03:00:37.035+0000] {get_data.py:98} INFO - Opened bill HR 3691
[2024-07-01T03:00:37.035+0000] {get_data.py:98} INFO - Opened bill HR 4698
[2024-07-01T03:00:37.036+0000] {get_data.py:98} INFO - Opened bill HR 5586
[2024-07-01T03:00:37.036+0000] {get_data.py:98} INFO - Opened bill HR 4840
[2024-07-01T03:00:37.036+0000] {get_data.py:98} INFO - Opened bill HR 1938
[2024-07-01T03:00:37.036+0000] {get_data.py:98} INFO - Opened bill HR 7391
[2024-07-01T03:00:37.036+0000] {get_data.py:98} INFO - Opened bill HR 7385
[2024-07-01T03:00:37.037+0000] {get_data.py:98} INFO - Opened bill HR 5592
[2024-07-01T03:00:37.037+0000] {get_data.py:98} INFO - Opened bill HR 4854
[2024-07-01T03:00:37.037+0000] {get_data.py:98} INFO - Opened bill HR 3685
[2024-07-01T03:00:37.037+0000] {get_data.py:98} INFO - Opened bill HR 6925
[2024-07-01T03:00:37.037+0000] {get_data.py:98} INFO - Opened bill HR 8908
[2024-07-01T03:00:37.037+0000] {get_data.py:98} INFO - Opened bill HR 1092
[2024-07-01T03:00:37.038+0000] {get_data.py:98} INFO - Opened bill HR 3875
[2024-07-01T03:00:37.038+0000] {get_data.py:98} INFO - Opened bill HR 1904
[2024-07-01T03:00:37.038+0000] {get_data.py:98} INFO - Opened bill HR 392
[2024-07-01T03:00:37.038+0000] {get_data.py:98} INFO - Opened bill HR 386
[2024-07-01T03:00:37.038+0000] {get_data.py:98} INFO - Opened bill HR 4868
[2024-07-01T03:00:37.038+0000] {get_data.py:98} INFO - Opened bill HR 1910
[2024-07-01T03:00:37.039+0000] {get_data.py:98} INFO - Opened bill HR 6919
[2024-07-01T03:00:37.039+0000] {get_data.py:98} INFO - Opened bill HR 3861
